No	区分	キーワード	SEO難易度	月間検索数	判定	検索意図	テーマ	記事の方向性	ページ種類	トピック	ページグループ	想定ページタイトル	観点	トピカル貢献	ページ役割
659	＋α	相続税 自分で申告	29	2900	記事	Do（相続税の申告をしたい）	確定申告	ツール	ハウツー記事	申告	相続税申告	相続税の確定申告・届出の方法と必要書類	権威構築	必須	計算ツール
660	＋α	相続税 住宅 特例	49	140	記事	Know（相続税の控除・軽減を知りたい）	控除・特例	解説	解説記事	控除・特例	相続税_控除・特例		権威構築	補足
661	＋α	相続税 住民税	33	170	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
662	＋α	相続税 自宅	44	480	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
663	＋α	相続税 重加算税	28	110	記事	Do（相続税の延納・分割を知りたい）	支払い方法	解説	ハウツー記事	延納・分割	相続税_延納・分割		権威構築	補足
664	＋α	相続税 上限	59	90	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
665	＋α	相続税 図解	33	70	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
666	＋α	相続税 図	33	20	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
667	＋α	相続税 ずるい	30	0	削除			解説		検索なし			対象外	不要
668	＋α	相続税 図面	25	0	削除			解説		検索なし			対象外	不要
669	＋α	相続税 仕組み 図	56	50	記事	Know（相続税の仕組みを理解したい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
670	＋α	相続税 計算 図解	52	10	計算ページ	Do（相続税を計算したい）	計算方法	実務ガイド	計算ツール		相続税計算	相続税の計算方法・シミュレーション	ツール集客	必須	計算ツール
671	＋α	相続税 計算 図	51	10	計算ページ	Do（相続税を計算したい）	計算方法	実務ガイド	計算ツール		相続税計算	相続税の計算方法・シミュレーション	ツール集客	必須	計算ツール
672	＋α	相続税 土地 図面	24	10	記事	Know（不動産の相続税評価を知りたい）	その他	解説	解説記事	不動産評価	相続税不動産	相続税の相続時の計算・手続き	権威構築	必須	計算ツール
673	＋α	図解 相続税 贈与税	22	30	記事	Know（相続税対策を知りたい）	相続・贈与	解説	解説記事	節税対策	相続税と贈与税		権威構築	補足
674	＋α	ずっと安心信託 相続税	44	20	記事	Know（金融商品の相続税を知りたい）	相続・贈与	解説	解説記事	金融商品	相続税_金融商品		権威構築	補足
675	＋α	相続税 税理士	43	1900	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
676	＋α	相続税 税理士報酬 相場	26	1000	記事	Know（相続税の金額・相場を知りたい）	相場	データ一覧	ガイド記事	相場ガイド	相続税_相場ガイド		権威構築	補足
677	＋α	相続税 税務調査	40	1000	記事	Know（相続税の時効・調査を知りたい）	相続・贈与	解説	解説記事	時効・調査	相続税_時効・調査		権威構築	補足
678	＋α	相続税 税理士報酬	27	1600	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
679	＋α	相続税 税務調査 時期	26	480	記事	Know（相続税の時効・調査を知りたい）	相続・贈与	解説	解説記事	時効・調査	相続税_時効・調査		権威構築	補足
680	＋α	相続税 税務署	45	480	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
681	＋α	相続税 税務調査 いくら以上	29	590	記事	Know（税率・税額を知りたい）	計算方法	解説	ガイド記事	税率	相続税計算	相続税の計算方法・シミュレーション	権威構築	必須	計算ツール
682	＋α	相続税 贈与税	50	2900	記事	Know（相続税対策を知りたい）	相続・贈与	解説	解説記事	節税対策	相続税と贈与税		権威構築	補足
683	＋α	相続税 贈与税 税率	48	720	記事	Know（税率・税額を知りたい）	相続・贈与	解説	ガイド記事	税率	相続税と贈与税		権威構築	補足
684	＋α	相続税 贈与 7年	48	90	記事	Know（相続税対策を知りたい）	相続・贈与	解説	解説記事	節税対策	相続税と贈与税		権威構築	補足
685	＋α	相続税 贈与税 どっちが高い	33	140	記事	Know（相続税対策を知りたい）	相続・贈与	解説	解説記事	節税対策	相続税と贈与税		権威構築	補足
686	＋α	相続税 贈与	51	590	記事	Know（相続税対策を知りたい）	相続・贈与	解説	解説記事	節税対策	相続税と贈与税		権威構築	補足
687	＋α	相続税 贈与税 税率表	33	140	記事	Know（税率・税額を知りたい）	相続・贈与	解説	ガイド記事	税率	相続税と贈与税		権威構築	補足
688	＋α	相続税 贈与税 二重課税	33	170	記事	Know（相続税対策を知りたい）	相続・贈与	解説	解説記事	節税対策	相続税と贈与税		権威構築	補足
689	＋α	相続税 増税	39	210	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
690	＋α	相続税 贈与税 土地	50	50	記事	Know（不動産の相続税評価を知りたい）	その他	解説	解説記事	不動産評価	相続税不動産	相続税の相続時の計算・手続き	権威構築	必須	計算ツール
691	＋α	相続税 贈与税 比較表	N/A	0	削除			解説		検索なし			対象外	不要
692	＋α	相続税 脱税	27	140	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
693	＋α	相続税 ダイレクト納付	33	70	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
694	＋α	相続税 第15表 書き方	33	50	記事	Do（相続税の申告をしたい）	確定申告	解説	ハウツー記事	申告・届出	相続税_申告・届出		権威構築	補足
695	＋α	相続税 第1表の付表1 書き方	30	70	記事	Do（相続税の申告をしたい）	確定申告	解説	ハウツー記事	申告・届出	相続税_申告・届出		権威構築	補足
696	＋α	相続税 第13表 書き方	31	70	記事	Do（相続税の申告をしたい）	確定申告	解説	ハウツー記事	申告・届出	相続税_申告・届出		権威構築	補足
697	＋α	相続税 第11表 書き方	31	70	記事	Do（相続税の申告をしたい）	確定申告	解説	ハウツー記事	申告・届出	相続税_申告・届出		権威構築	補足
698	＋α	相続税 代襲相続	33	210	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
699	＋α	相続税 代償金	33	320	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
700	＋α	相続税 月いくら	54	0	削除			解説		検索なし			対象外	不要
701	＋α	相続税 妻名義の預金	25	10	記事	Know（親族間の相続税を知りたい）	相続・贈与	解説	解説記事	親族間	相続税_親族間		権威構築	補足
702	＋α	相続税 電子申告	38	320	記事	Do（相続税の申告をしたい）	確定申告	ツール	ハウツー記事	申告	相続税申告	相続税の確定申告・届出の方法と必要書類	権威構築	必須	計算ツール
703	＋α	相続税 電子申告 添付書類	32	210	記事	Do（相続税の申告をしたい）	確定申告	ツール	ハウツー記事	申告	相続税申告	相続税の確定申告・届出の方法と必要書類	権威構築	必須	計算ツール
704	＋α	相続税 電子申告 利用者識別番号	28	90	記事	Do（相続税の申告をしたい）	確定申告	ツール	ハウツー記事	申告	相続税申告	相続税の確定申告・届出の方法と必要書類	権威構築	必須	計算ツール
705	＋α	相続税 電子納付	33	30	記事	Do（相続税の電子手続き・支払方法を知りたい）	手続き・対策	ハウツー	ガイド記事	支払い方法	相続税_支払い方法		権威構築	補足
706	＋α	相続税 できた理由	N/A	20	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
707	＋α	相続税 電子申告 やり方	33	30	記事	Do（相続税の申告をしたい）	確定申告	ツール	ハウツー記事	申告	相続税申告	相続税の確定申告・届出の方法と必要書類	権威構築	必須	計算ツール
708	＋α	相続税 電子申告 添付書類 郵送	33	40	記事	Do（相続税の申告をしたい）	確定申告	ツール	ハウツー記事	申告	相続税申告	相続税の確定申告・届出の方法と必要書類	権威構築	必須	計算ツール
709	＋α	相続税 電話相談	33	40	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
710	＋α	相続税 電子申告 添付書類 容量	27	30	記事	Do（相続税の申告をしたい）	確定申告	ツール	ハウツー記事	申告	相続税申告	相続税の確定申告・届出の方法と必要書類	権威構築	必須	計算ツール
711	＋α	相続税 電話加入権	26	30	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
712	＋α	相続税 同居	26	390	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
713	＋α	相続税 どうやって払う	42	210	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
714	＋α	相続税 どれくらい	51	210	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
715	＋α	相続税 どれくらいかかる	54	110	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
716	＋α	相続税 どこに払う	33	170	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
717	＋α	相続税 同居期間	30	170	記事	Know（相続税の時期を知りたい）	時期・スケジュール	解説	ガイド記事	時期・スケジュール	相続税_時期・スケジュール		権威構築	補足
718	＋α	相続税 どこで払う	33	140	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
719	＋α	相続税 どこに申告	33	70	記事	Do（相続税の申告をしたい）	確定申告	ツール	ハウツー記事	申告	相続税申告	相続税の確定申告・届出の方法と必要書類	権威構築	必須	計算ツール
720	＋α	相続税 どこに相談	46	170	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
721	＋α	相続税 どうやって決まる	33	50	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
722	＋α	相続税 ばれなかった 知恵袋	30	720	削除			解説		QAサイト			対象外	不要
723	＋α	相続税 倍率表	33	170	記事	Do（書式・様式を確認したい）	税金	解説	ハウツー記事	書式	相続税税率	相続税の税率一覧と計算方法	権威構築	必須	解説記事
724	＋α	相続税 バレる	30	70	記事	Know（相続税の時効・調査を知りたい）	相続・贈与	解説	解説記事	時効・調査	相続税_時効・調査		権威構築	補足
725	＋α	相続税 ばれない	39	140	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
726	＋α	相続税 倍率	31	110	記事	Know（相続税の倍率を知りたい）	税金	解説	ガイド記事	倍率	相続税税率	相続税の税率一覧と計算方法	権威構築	必須	解説記事
727	＋α	相続税 バレ なかった	28	40	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
728	＋α	相続税 倍率方式	31	50	記事	Know（相続税の倍率を知りたい）	税金	解説	ガイド記事	倍率	相続税税率	相続税の税率一覧と計算方法	権威構築	必須	解説記事
729	＋α	相続税 罰金	30	50	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
730	＋α	相続税 ばれる	31	50	記事	Know（税務調査について知りたい）	相続・贈与	解説	解説記事	税務調査	相続税_税務調査		権威構築	補足
731	＋α	相続税 払いたくない	33	50	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
732	＋α	相続税 美術品	31	110	記事	Know（動産の相続税を知りたい）	その他	解説	解説記事	動産評価	相続税_動産評価		権威構築	補足
733	＋α	相続税 病院費用	26	10	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
734	＋α	相続税 ビットコイン	39	480	記事	Know（金融商品の相続税を知りたい）	相続・贈与	解説	解説記事	金融商品	相続税_金融商品		権威構築	補足
735	＋α	相続税 美術品の評価	30	10	記事	Know（不動産の相続税評価を知りたい）	その他	解説	解説記事	不動産評価	相続税_不動産評価		権威構築	補足
736	＋α	相続税 貧乏	25	20	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
737	＋α	相続税 ビル	28	30	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
738	＋α	相続税 分割払い	26	590	記事	Do（延納・分割について知りたい）	支払い方法	解説	ハウツー記事	延納・分割	相続税_延納・分割		権威構築	補足
739	＋α	相続税 物納	38	480	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
740	＋α	相続税 分割	48	170	記事	Do（延納・分割について知りたい）	支払い方法	解説	ハウツー記事	延納・分割	相続税_延納・分割		権威構築	補足
741	＋α	相続税 分納	33	90	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
742	＋α	相続税 分納 方法	33	30	記事	Do（相続税の手続き・対策を知りたい）	手続き・対策	ハウツー	ハウツー記事	手続き・対策	相続税_手続き・対策		権威構築	補足
743	＋α	相続税 物納とは	32	70	記事	Know（相続税の仕組みを理解したい）	基礎知識	解説	解説記事	基礎解説	相続税基礎解説		権威構築	補足
744	＋α	相続税 物納 できない	45	70	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
745	＋α	相続税 分離課税	33	40	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
746	＋α	相続税 分割協議書	53	50	記事	Do（延納・分割について知りたい）	支払い方法	解説	ハウツー記事	延納・分割	相続税_延納・分割		権威構築	補足
747	＋α	相続税 仏壇	36	140	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
748	＋α	相続税 勉強	31	90	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
749	＋α	相続税 弁護士費用	32	90	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
750	＋α	相続税 弁護士	33	70	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
751	＋α	相続税 勉強時間	30	50	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
752	＋α	相続税 弁護士費用 控除	30	70	記事	Know（相続税の控除・軽減を知りたい）	控除・特例	解説	解説記事	控除・特例	相続税控除	相続税の控除・軽減措置まとめ	権威構築	必須	計算ツール
753	＋α	相続税 勉強方法	30	20	記事	Do（相続税の手続き・対策を知りたい）	手続き・対策	ハウツー	ハウツー記事	手続き・対策	相続税_手続き・対策		権威構築	補足
754	＋α	相続税 勉強 本	41	20	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
755	＋α	相続税 別々に申告	29	40	記事	Do（相続税の申告をしたい）	確定申告	ツール	ハウツー記事	申告	相続税申告	相続税の確定申告・届出の方法と必要書類	権威構築	必須	計算ツール
756	＋α	相続税 別表11	29	10	記事	Do（書式・様式を確認したい）	書類・手続き	解説	ハウツー記事	書式	相続税_書式		権威構築	補足
757	＋α	相続税 米国	29	70	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
758	＋α	相続税 墓石 控除	31	20	記事	Know（相続税の控除・軽減を知りたい）	控除・特例	解説	解説記事	控除・特例	相続税控除	相続税の控除・軽減措置まとめ	権威構築	必須	計算ツール
759	＋α	相続税 墓地	31	140	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
760	＋α	相続税 墓代	31	10	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
761	＋α	相続税 墓	30	20	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
762	＋α	相続税 墓石	26	10	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
763	＋α	相続税 ボーダーライン	27	10	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
764	＋α	相続税 墓石 費用	28	50	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
765	＋α	相続税 墓石彫刻	32	0	削除			解説		検索なし			対象外	不要
766	＋α	相続税 墓地買入費用	28	0	削除			解説		検索なし			対象外	不要
767	＋α	相続税 墓地購入	25	0	削除			解説		検索なし			対象外	不要
768	＋α	相続税 パーセント	56	140	記事	Know（相続税の具体例を知りたい）	具体例	解説	ガイド記事	具体例・ケース	相続税_具体例・ケース		権威構築	補足
769	＋α	相続税 パンフレット	48	50	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
770	＋α	相続税 pay-easy	33	0	削除			解説		検索なし			対象外	不要
771	＋α	相続税 パート	29	0	削除			解説		検索なし			対象外	不要
772	＋α	相続税 パンフレット どこで もらえる	51	0	削除			解説		検索なし			対象外	不要
773	＋α	相続税 paypay	31	10	記事	Do（相続税の電子手続き・支払方法を知りたい）	手続き・対策	ハウツー	ガイド記事	支払い方法	相続税_支払い方法		権威構築	補足
774	＋α	相続税 ピアノ	21	20	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
775	＋α	ピケティ 相続税	24	0	削除			解説		検索なし			対象外	不要
776	＋α	相続税 プロ	48	10	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
777	＋α	相続税 プレゼント	30	0	削除			解説		検索なし			対象外	不要
778	＋α	相続税 プラスの財産	30	0	削除			解説		検索なし			対象外	不要
779	＋α	プラチナnisa 相続税	27	10	記事	Know（金融商品の相続税を知りたい）	相続・贈与	解説	解説記事	金融商品	相続税_金融商品		権威構築	補足
780	＋α	プラチナ 相続税	32	10	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
781	＋α	プライベートバンカー 相続税	29	0	削除			解説		検索なし			対象外	不要
782	＋α	プライベートカンパニー 相続税	30	10	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
783	＋α	プロベート 相続税	30	0	削除			解説		検索なし			対象外	不要
784	＋α	プレミアプレゼント4 相続税	51	0	削除			解説		検索なし			対象外	不要
785	＋α	プリペイドカード 相続税	N/A	0	削除			解説		検索なし			対象外	不要
786	＋α	相続税 ペイジー	59	50	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
787	＋α	相続税 ペナルティ	30	70	記事	Do（相続税の延納・分割を知りたい）	支払い方法	解説	ハウツー記事	延納・分割	相続税_延納・分割		権威構築	補足
788	＋α	相続税 ペイジー納付	33	0	削除			解説		検索なし			対象外	不要
789	＋α	相続税 ペアローン	30	0	削除			解説		検索なし			対象外	不要
790	＋α	相続税 ペイジー 納付方法	33	0	削除			解説		検索なし			対象外	不要
791	＋α	相続税 ポイント	33	10	記事	Know（相続税のルール・制度を知りたい）	法律・制度	解説	解説記事	ルール・制度	相続税_ルール・制度		権威構築	補足
792	＋α	相続税 ポイントカード	33	0	削除			解説		検索なし			対象外	不要
793	＋α	相続税 ポケカ	16	0	削除			解説		検索なし			対象外	不要
794	＋α	相続税 ポスター	N/A	10	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
795	＋α	相続税 支払い ポイント	33	0	削除			解説		検索なし			対象外	不要
796	＋α	楽天カード 相続税 ポイント	59	0	削除			解説		検索なし			対象外	不要
797	＋α	クレジットカード 相続税 ポイント	32	0	削除			解説		検索なし			対象外	不要
798	＋α	ポルトガル 相続税	34	10	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
799	＋α	ポルシェ 相続税	24	0	削除			解説		検索なし			対象外	不要
800	＋α	ポーランド 相続税	26	0	削除			解説		検索なし			対象外	不要
801	＋α	相続税 ttb	25	0	削除			解説		検索なし			対象外	不要
802	＋α	相続税 って何	48	70	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
803	＋α	相続税 lの割合	N/A	10	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
804	＋α	相続税 pdf	29	10	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
805	＋α	相続税 qrコード	33	0	削除			解説		検索なし			対象外	不要
806	＋α	相続税 q&a	29	10	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
807	＋α	相続税 電子申告 q&a	30	0	削除			解説		検索なし			対象外	不要
808	＋α	国税庁 相続税 q&a	N/A	0	削除			解説		検索なし			対象外	不要
809	＋α	qvc 相続税	N/A	0	削除			解説		検索なし			対象外	不要
810	＋α	q&a 241問 相続税 小規模宅地等の特例 令和6年版	22	0	削除			解説		検索なし			対象外	不要
811	＋α	vsg 相続税	N/A	0	削除			解説		検索なし			対象外	不要
812	＋α	贈与税 vs 相続税	41	0	削除			解説		検索なし			対象外	不要
813	＋α	ヴァイオリン 相続税	18	0	削除			解説		検索なし			対象外	不要
814	＋α	生前贈与 vs 相続税	33	0	削除			解説		検索なし			対象外	不要
815	＋α	相続税 ttm	29	0	削除			解説		検索なし			対象外	不要
816	＋α	相続税 外貨 ttb	N/A	0	削除			解説		検索なし			対象外	不要
817	＋α	lec 相続税	34	10	記事	Know（相続税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	相続税_基礎解説	相続税の基礎知識まとめ	権威構築	必須	ピラーページ
818	＋α	lec 税理士 相続税	N/A	0	削除			解説		検索なし			対象外	不要
819	＋α	bbc 相続税	34	0	削除			解説		検索なし			対象外	不要
820	＋α	mmf 相続税	33	0	削除			解説		検索なし			対象外	不要
